STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple lines),40710,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.895954, -87.635690)"
30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.896671, -87.628176)"
30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.871574, -87.745154)"
30083,W,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.85182, -87.745336)"
30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886519, -87.744698)"
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.90392, -87.631412)"
30074,E,Clark/Lake (Inner Loop),Clark/Lake,Clark/Lake (Blue; Brown; Green; Orange; Purple; Pink),40380,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.885737, -87.630886)"
30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875539, -87.640984)"
30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink lines),41160,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.885678, -87.641782)"
30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884904, -87.716523)"
30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.780309, -87.605857)"
30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.984246, -87.838028)"
30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.909744, -87.677437)"
30041,W,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854517, -87.675975)"
30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966286, -87.678639)"
30388,W,Damen (63rd-bound),Damen,Damen (Green Line),41710,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88497405, -87.67689149)"
